"","SMILE","Activity"
"V735","CC(C)N1C2=C(C(=N1)C3=CC(=CC=C3)S(=O)(=O)N)C(=NC=N2)N",3.662757832
"V736","CC(C)N1C2=C(C(=N1)C3=CC=C(C=C3)S(=O)(=O)N)C(=NC=N2)N",4.994756945
"V737","CC(C)N1C2=C(C(=N1)C3=CC4=C(C=CN=C4C=C3)NC(=O)OC(C)(C)C)C(=NC=N2)N",5
"V738","CC(C)N1C2=C(C(=N1)C3=CC4=C(C=CN=C4C=C3)N)C(=NC=N2)N",3.84509804
"V739","CCC(C)N1C2=C(C(=N1)C3=CC(=C(C=C3)C)O)C(=NC=N2)N",1.633468456
"V740","CC(C)N1C2=C(C(=N1)C3=C(C(=CC=C3)O)F)C(=NC=N2)N",3.220108088
"V741","C1CCC(C1)N2C3=C(C(=N2)C4=C(C(=CC=C4)O)F)C(=NC=N3)N",2.954724791
"V742","CC(C)N1C2=C(C(=C3C=CC(=O)C(=C3)OC)N1)C(=NC=N2)N",5
"V743","CCN1C2=C(C(=N1)C3=CC(=C(C=C3)OC)O)C(=NC=N2)N",2.445604203
"V744","CC(C)N1C2=C(C(=N1)C3=CC(=C(C=C3)OC)O)C(=NC=N2)N",2.075546961
"V745","CC(C)N1C2=C(C(=N1)C3=CC(=CC=C3)C(=O)NC4=NCCS4)C(=NC=N2)N",3.225309282
"V746","CN1C2=C(C(=N1)C3=CC4=C(C=C3)OC=CC4=O)C(=NC=N2)N",5
"V747","CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)OC=CC4=O)C(=NC=N2)N",5
"V748","C1CCC(C1)N2C3=C(C(=N2)C4=CC5=C(C=C4)OC=CC5=O)C(=NC=N3)N",4.146128036
"V749","CC(C)N1C2=C(C(=N1)C3=CC(=CC(=C3)F)O)C(=NC=N2)N",1.968482949
"V750","C1CCC(C1)N2C3=C(C(=N2)C4=CC(=CC(=C4)F)O)C(=NC=N3)N",1.681241237
"V751","CC(C)N1C2=C(C(=N1)C3=CC(=CC(=C3)Br)OC)C(=NC=N2)N",3.008600172
"V752","COC1=C(C=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C4CCCC4)O",2.413299764
"V753","CC1CCC(C1)N2C3=C(C(=N2)C4=CC(=C(C=C4)OC)O)C(=NC=N3)N",1.740362689
"V754","COC1=C(C=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C4CNC4)O",3.06069784
"V755","CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)C=NC=C4)C(=NC=N2)N",4.69019608
"V756","CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)C=CN=C4)C(=NC=N2)N",4.278753601
"V757","CC1=NC2=C(C=C1)C=CC(=C2)C3=NN(C4=C3C(=NC=N4)N)C(C)C",5
"V758","CC(C)N1C2=C(C(=N1)C3=CC(=CC(=C3)Br)O)C(=NC=N2)N",1.643452676
"V759","CC(C)N1C2=C(C(=N1)C3=CC(=C(C=C3)Br)OCOC)C(=NC=N2)N",3.305351369
"V760","C1CC(C1)N2C3=C(C(=N2)C4=CC(=C(C=C4)Br)O)C(=NC=N3)N",1.602059991
"V761","COC1=C(C=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C4CCNC4)O",2.940516485
"V762","CCOC1=C(C=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C4CCCC4)O",2.037426498
"V763","CC(C)N1C2=C(C(=N1)C3=CC(=C(C=C3)OC)OC)C(=NC=N2)N",5
"V764","CC(C)N1C2=C(C(=N1)C3=CN=C4C(=C3)C=CN4)C(=NC=N2)N",1.278753601
"V765","CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)NC=C4)C(=NC=N2)N",1.880813592
"V766","C1CCC(C1)N2C3=C(C(=N2)C4=CC5=C(C=C4)NC=C5)C(=NC=N3)N",0.954242509
"V767","C1CCC(C1)N2C3=C(C(=N2)C4=CC(=C(C=C4)Br)O)C(=NC=N3)N",1.740362689
"V768","CC(C)N1C2=C(C(=N1)C3=CC(=C(C=C3)F)O)C(=NC=N2)N",1.832508913
"V769","CC(CN)N1C2=C(C(=N1)C3=CC(=C(C=C3)F)O)C(=NC=N2)N",3.278753601
"V770","CC(C)(C)N1C2=C(C(=N1)C3=CC(=C(C=C3)OC)OC)C(=NC=N2)N",5
"V771","CC(CN1C2=C(C(=N1)C3=CC(=C(C=C3)OC)OC)C(=NC=N2)N)CO",5
"V772","CC(CN1C2=C(C(=N1)C3=CC(=C(C=C3)OC)OC)C(=NC=N2)N)CO",4
"V773","CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)N(C=C4)C)C(=NC=N2)N",2.854306042
"V774","CN1C=CC2=C1C=CC(=C2)C3=NN(C4=C3C(=NC=N4)N)C5CCCC5",2.235528447
"V775","CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)NN=C4)C(=NC=N2)N",2.469822016
"V776","CC(CN)N1C2=C(C(=N1)C3=CC(=C(C=C3)F)O)C(=NC=N2)N",3.447158031
"V777","C1=CC(=C(C=C1C2=NN(C3=C2C(=NC=N3)N)CCCC#N)O)F",3.328379603
"V778","C1=CC(=C(C=C1C2=NN(C3=C2C(=NC=N3)N)CCCCC#N)O)F",3.462397998
"V779","CCOC1=C(C=C(C=C1)C2=C3C(=NC=NC3=NN2)N)OC",5
"V780","CCOC1=C(C=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C(C)C)OC",4.127104798
"V781","C1CCC(C1)N2C3=C(C(=N2)C4=CC5=C(C=C4)NN=C5)C(=NC=N3)N",2.613841822
"V782","CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)C(=NN4)N)C(=NC=N2)N",3.799340549
"V783","CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)C=NN4)C(=NC=N2)N",2.62324929
"V784","C1CC(C1)N2C3=C(C(=N2)C4=CC(=C(C=C4)F)O)C(=NC=N3)N",2.713490543
"V785","C1C(CN1)N2C3=C(C(=N2)C4=CC(=C(C=C4)F)O)C(=NC=N3)N",3.06069784
"V786","C1CCC(C1)N2C3=C(C(=N2)C4=CC(=C(C=C4)F)O)C(=NC=N3)N",2.025305865
"V787","CCOC1=C(C=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)CC=C)OC",5
"V788","C1CCC(C1)N2C3=C(C(=N2)C4=CC5=C(C=C4)C=NN5)C(=NC=N3)N",2.51851394
"V789","CC(C)N1C2=C(C(=N1)C3=CC4=C(C=NN4)C(=C3)F)C(=NC=N2)N",2.33243846
"V790","CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)C=CN4)C(=NC=N2)N",2.672097858
"V791","CC1CCC(C1)N2C3=C(C(=N2)C4=CC(=C(C=C4)F)O)C(=NC=N3)N",1.886490725
"V792","C1CNCC1N2C3=C(C(=N2)C4=CC(=C(C=C4)F)O)C(=NC=N3)N",2.567026366
"V793","C1CNCC1N2C3=C(C(=N2)C4=CC(=C(C=C4)F)O)C(=NC=N3)N",3.243038049
"V794","CCOC1=C(C=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C4CCCCC4)OC",5
"V795","CC(C)N1C2=C(C(=N1)C3=CC(=C(C(=C3)OC)OC)OC)C(=NC=N2)N",5
"V796","CCOC1=CC2=C(C=C1)C=C(C=C2)C3=NN(C4=C3C(=NC=N4)N)C",2.740362689
"V797","CC(C)N1C2=C(C(=C3C=CC4=CC(=O)C=CC4=C3)N1)C(=NC=N2)N",1
"V798","CC(C)N1C2=C(C(=N1)C3=CC4=CC=CC=C4N=C3Cl)C(=NC=N2)N",5
"V799","C1CCC(C1)N2C3=C(C(=N2)C4=CC5=C(C=C4)C=CN5)C(=NC=N3)N",2.127104798
"V800","CC(C)N1C2=C(C(=N1)C3=CC4=NC=CN4C=C3)C(=NC=N2)N",5
"V801","CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)C(=CN4)C=O)C(=NC=N2)N",3.342422681
"V802","C1COCC1N2C3=C(C(=N2)C4=CC(=C(C=C4)F)O)C(=NC=N3)N",2.603144373
"V803","C1COCC1N2C3=C(C(=N2)C4=CC(=C(C=C4)F)O)C(=NC=N3)N",2.744292983
"V804","C1CCCC(CC1)N2C3=C(C(=N2)C4=CC(=C(C=C4)F)O)C(=NC=N3)N",2.250420002
"V805","CC(C)N1C2=C(C(=N1)C3=C(C(=CC=C3)OC)OC)C(=NC=N2)N",3.723455672
"V806","CCOC1=C(C=CC(=C1)C2=NN(C3=C2C(=NC=N3)N)C(C)C)OC",5
"V807","CCOC1=C(C=CC(=C1)C2=NN(C3=C2C(=NC=N3)N)CCO)OC",4.100370545
"V808","CC(C)N1C2=C(C(=N1)C3=CC4=CC=CC=C4N=C3)C(=NC=N2)N",3.748188027
"V809","C1CCC(C1)N2C3=C(C(=N2)C4=CC5=CC=CC=C5N=C4)C(=NC=N3)N",3.204119983
"V810","CN1C2=C(C(=N1)C3=CC4=C(C=C3)N=CC=C4)C(=NC=N2)N",4.079181246
"V811","CC(C)N1C2=C(C(=N1)C3=C4C=CNC4=CC=C3)C(=NC=N2)N",3.838849091
"V812","C1CCC(C1)N2C3=C(C(=N2)C4=C5C=CNC5=CC=C4)C(=NC=N3)N",3.615950052
"V813","C1CNCCC1CN2C3=C(C(=N2)C4=CC(=C(C=C4)F)O)C(=NC=N3)N",4.071882007
"V814","CC1=NN(N=C1CN2C3=C(C(=N2)C4=CC(=C(C=C4)F)O)C(=NC=N3)N)C5=CC=CC=C5",5
"V816","CC(C)N1C2=C(C(=N1)C3=CC=C(C=C3)OC)C(=NC=N2)N",3.639486489
"V817","CC(C)N1C2=C(C(=N1)C3=CC(=C(C=C3)N)O)C(=NC=N2)N",3.334453751
"V818","CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)N(C=C4)C(=O)OC(C)(C)C)C(=NC=N2)N",2.184691431
"V819","CC(C)(C)OC(=O)N1C=CC2=C1C=CC(=C2)C3=NN(C4=C3C(=NC=N4)N)C5CCCC5",2.924279286
"V820","CCN1CCN(CC1)C2=CC=C(C=C2)NC3=CC(=NC=N3)N(C)C(=O)NC4=C(C(=CC(=C4Cl)OC)OC)Cl",2.972202838
"V821","CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5",3.299999496
"V822","CN1C2=C(C=CC(=C2Cl)Cl)C3=C1C(=O)NC4(C3C#N)CCNCC4",3.857332496
"V823","CC1=CC(=NO1)NC(=O)CCNC(=O)NC2=NC(=C(S2)C3=CC=C(C=C3)N4C=CC=N4)C",3.899999872
"V825","CC(=O)OC1CC2(C(CCC2O)C3=C1C4(C(OC(=O)C(=CN(C)CCCN(C)C)C4=C(C3=O)O)COC)C)C",4
"V827","C1=CC(=CC(=C1)F)C(=O)NC2=CC3=C(C=C2)NN=C3",3.899999872
"V828","C1=CC=C2C(=C1)C(=O)NC3=CC=CC=C3N2",4.799999969
"V830","C1CNCC1OC2=CN=CC(=C2)C=CC3=CC=NC=C3",3.899999872
"V831","C1=CC=C(C=C1)CSC2=NNC(=N2)C3=CC=NC=C3",3.899999872
"V832","C1=CC=C(C=C1)CC(CO)NC(=O)C2=C(C=C(C=C2)C3=CC=NC=C3)F",3.899999872
"V833","CCCOC1=C(C(=CC(=N1)NC(=O)C)N)C#N",3.899999872
"V834","C1CCC2=C(C1)C3=C4N=C(NN4C(=O)N=C3S2)C5=CN=CC=C5",3.899999872
"V835","CC1=CC=CC(=C1)C2=C(N=C(N(C2=O)C)NCC(CC3=CC=CC=C3)N)C4=CC=NC=C4",3.899999872
"V836","CCCCNC1=NS(=O)N=C1NC2=CC=C(C=C2)F",3.899999872
"V837","C1=CN=CC=C1C=CC2=CC(=CN=C2)OCCCN",3.899999872
"V838","CCN(CC)CCCNC1=CC=CC(=N1)C2=NC3=C(C=CC=C3N2)C(=O)N",3.899999872
"V839","C1=CC(=CC=C1C(=O)NC2=CC3=C(C=C2)C=NN3)Cl",3.899999872
"V840","C1=CC=C(C=C1)CNC(=O)C(=CC2=CC(=C(C=C2)O)O)C#N",3.899999872
"V841","C1=CC(=C(C=C1Cl)C2=C(C(=O)NC3=CC(=CC(=C32)Cl)Cl)O)O",3.899999872
"V842","CC(C)C1=NN=C2N1N=C(C=C2)C3=C(N=C4N3CCC4)C5=C(C=C(C=C5)F)F",3.899999872
"V843","CC1=C2C(C(=C(OC2=NN1)N)C#N)C3=CC=CC=C3I",3.500000321
"V844","CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC",0.800029359
"V846","CC1=C(C=C(C=C1)CNC2=C(C(=O)C2=O)NC3=CC=NC=C3)C",3.899999872
"V847","CC1=C(C(=NN1C)C)C2=CC=CC3=C2NC(=C3CCCOC4=CC=CC5=CC=CC=C54)C(=O)O",3.899999872
"V848","C1=CC=C(C(=C1)CC(=O)NC2=CC3=C(C=C2)C=NN3)Cl",3.899999872
"V849","CC(C)C1=NN=C2N1N=C(C=C2)C3=C(N=C4N3C=CO4)C5=C(C=C(C=C5)F)F",3.899999872
"V850","CC1CSC2=C(C(=O)C3=CC(=C(C=C3N12)N4CCC(C4)N)F)C(=O)O",3.899999872
"V851","CN1C=C(C(=N1)C2=CC=C(C=C2)F)C3=NC=NC=C3",3.899999872
"V852","C1=CN=CC=C1C=CC2=CC(=CN=C2)OCCN",3.899999872
"V853","C1=CC=C2C(=C1)C=C3C(=N2)NN=C3NC(=O)C4=CC=NC=C4",3.899999872
"V855","COC1=C(C=C(C=C1)C=C2C(=NOC2=O)C3=CC=C(C=C3)Br)OC",3.899999872
"V857","CC1=CC=C(C=C1)CNC2=C(C(=O)C2=O)NC3=CC=NC=C3",3.899999872
"V858","C1C2=C(C=C(C=C2)Br)C3=C1C=NN3",3.699999798
"V859","CCOC(=O)C1=C2C(=CC=C1)NC(=N2)C3=CC=C(C=C3)N4CCC(C4)N",3.899999872
"V860","C1=C(C(=CC2=NNN=C21)Cl)Cl",3.899999872
"V861","C1CC(CNC1)C2=CC(=C(C=C2)C3=NC4=C(C=CC=C4N3)C(=O)N)F",3.899999872
"V862","CC1=C(C2=NC3=CC=CC=C3N2C(=O)C1=CC4=C(NN(C4=O)C5=CC(=C(C=C5)Cl)Cl)C)C#N",3.899999872
"V863","C1COCCN1C(=O)C2=CC=CC(=C2)C3=CN=C4C(=C3)C=CN4",2.900000965
"V865","C1=CC=C(C=C1)C2=CNC3=NC=C(C=C23)NC(=O)C4=CC=C(C=C4)Cl",3.599999814
"V866","CC1=CC=CC(=C1)C2(CC2C(=O)NC3=CC=NC=C3)C4=CC(=CC=C4)C",3.899999872
"V867","C1=CC=C(C=C1)C2=C(N(C=N2)CCCO)C3=CC=NC=C3",3.899999872
"V868","CSC1=NN(C(=C1C(=O)N)N)C2=CC=CC=N2",3.899999872
"V869","C1=CC=C(C=C1)C2=C(N=NN2C3=NON=C3N)C(=O)NN=CC4=CC=CS4",3.899999872
"V870","CC1=C(C2=NC3=CC=CC=C3N2C(=O)C1=CC4=C(NN(C4=O)C5=CC(=CC=C5)Br)C)C#N",3.899999872
"V871","COC1=CC=CC2=C1NC3=C(C=CC(=C3)NC4=CC=NC=C4)C(=O)N2",3.899999872
"V872","C1CC2=C(C(=O)C1)C(=O)C3=C(O2)C=C(C=C3)C(F)(F)F",3.899999872
"V873","C1=CC(=CC=C1NC2=C3C(=CSC3=NC=N2)Cl)O",3.899999872
"V874","CC1=C(C2=NC3=CC=CC=C3N2C(=O)C1=CC4=C(NN(C4=O)C5=CC=C(C=C5)C(=O)O)C)C#N",3.899999872
"V875","CC(C)(CNC1=NC=CC(=N1)C2=C(N=C3N2C=CN=C3NC)C4=CC=C(C=C4)F)CO",3.899999872
"V876","CC1=NN(C2=C1C(=O)C3=C(N2O)C=CC(=C3)Cl)C4=CC=CC=C4",3.899999872
"V877","COC1=CC=C(C=C1)C2=CN3C(=C(C=N3)Br)N=C2",3.497166633
"V878","C1=CC=C(C=C1)C2=C(C(=O)NC3=C2C=C(C=C3)Cl)N",3.899999872
"V879","CCC(CO)NC1=NC2=C(C(=N1)NCC3=CC=CC=C3)N=CN2C(C)C",3.899999872
"V881","CNC(=O)C1=NN(C2=C1CCC3=CN=C(N=C32)NC4CCN(CC4)C(=O)C5CCN(CC5)S(=O)(=O)C)C",4
"V882","CC(=O)N1CCC(CC1)NC2=NC=C3CCC4=C(C3=N2)N(N=C4C(=O)N)C",4
"V883","CN1C2=C(CCC3=CN=C(N=C32)NC4CCN(CC4)C(=O)C5=CC=CC=C5)C(=N1)C(=O)N",4
"V885","CN1C=NC=C1C(C2=CC=C(C=C2)C#N)OCC3=C(C=C(C(=O)N3C)C#N)C4=CC=C(C=C4)OC(F)(F)F",3.899999872
"V886","COC1=CC2=NC(=C3C4=C(C=CC=N4)NN3)C=C2C=C1",2.491361694
"V887","C1=CC=C(C=C1)C2=NN=C3N2N=C(C=C3)NCC4=CC=C(C=C4)Cl",3.899999872
"V888","C1=CC=C(C=C1)C2=C(N=NN2C3=NON=C3N)C(=O)NN=CC4=CC=NC=C4",3.899999872
"V889","C1=CC=C(C=C1)NC(=O)NC2=CC=CC=N2",5
"V890","CCCCCCCCCCCCCCCCN1C=C[N+](=C1C)CC2=CC=CC=C2",3.899999872
"V891","C1=CC=C(C=C1)CN2C=C(N=N2)C3=CC4=C(C=C3)NN=C4",3.924206419
"V892","C1=CC=C(C=C1)CC2=NOC(=C2)C3=CC4=C(C=C3)NN=C4",3.674206791
"V893","CC(C)N1C2=C(C(=O)CCC2)C3=C1C4=CC=CC=C4C3=O",4.544068044
"V894","CC1=CC(=CC=C1)NC(=O)CC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N",1.200029267
"V895","CC(C(C)(C)C)NC1=C(C(=O)C1=O)NC2=NC(=NC=C2)NC3=CC(=C(C=C3)OC)OC",2.200001865
"V896","CC1=C2C(=C(C=NC2=NN1)C#N)C3=CC=CC=C3",2.700002397
"V897","C1CCN(C1)C2CCC(CC2)N3C=C(C4=C3N=CN=C4N)C5=CC(=CC=C5)OCC6=CC=CC=C6",3.400000617
"V898","CN(C)CCCOC1=CC2=C(CNC2=O)C(=C1)C3=CC=C(C=C3)NC4=NC5=CC=CC=C5O4",3.899999872
"V899","C1=CC=C2C(=C1)C(=CN2)CC(COC3=CN=CC(=C3)C4=CC5=C(S4)C=NC=C5)N",2.900000965
"V900","CC1=NN(C2=C1C3=C(S2)C(=O)N=CN3)C",4.899999981
"V901","C1=CC(=C2C(=C1)NC(=O)C3=CC(=NN=C3N2)Cl)C(=O)N",3.299999496
"V902","C1=CC=C2C(=C1)C(=CN2)CC(COC3=C(N=CC(=C3)C=CC4=CC=NC=C4)Cl)N",3.899999872
"V903","C1=CC=C2C(=C1)NC3=NN=C(C=C3C(=O)N2)Cl",3.400000617
"V904","CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CNN=C5)N",0.546805627
"V905","C1=CC=C(C=C1)C2=NC=C3N2C(=NC=C3)N",4.699999971
"V906","CC(C)(C)NC(=O)C1=CC2=C(C=C1)N=C3C(=N2)C4=CC=CC=C4N3",3.599999814
"V907","C1=CC=C(C=C1)CNC2=NC(=CC(=C2)C3=CNC4=C3C=CC=N4)Cl",3
"V908","C1=CC(=CC=C1C2=CSC3=C2C(=NC=C3C4=CC=NC=C4)N)NC(=O)NC5=C(C=CC(=C5)C(F)(F)F)F",1.10002573
"V909","CN1C=C(C=N1)C2=CN=C(C3=C2SC=C3C4=CC=C(C=C4)NC(=O)NC5=CC(=CC=C5)F)N",0.4053715
"V910","C1CC(CN(C1)C(=O)C2=NOC(=C2)C3=CC4=C(C=C3)NN=C4)C(=O)N",3.899999872
"V911","CC1=CC2=C(C=C1)NC3=CC=CC=C3NC2=O",4.699999971
"V912","CC(=O)N1CCN(CC1)C2CCC(CC2)N3C4=C(C(=N3)C5=CC(=C(C=C5)NC(=O)C6=CC7=CC=CC=C7N6C)OC)C(=NC=N4)N",3.899999872
"V913","C1=CC(=CC(=C1)F)C2=CN=CC3=C2C=C(S3)C(=O)N",3.100001583
"V914","C1=CC=C2C(=C1)NC3=C(C=CN=N3)C(=O)N2",3.899999872
"V915","CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C#CC5=CN=CC=C5)N",0.899820502
"V916","C1C2=C(CS1)N=C3C=C(NN3C2=O)C4=CC=CO4",3.899999872
"V917","CN1CCCC1COC2=CN=CC(=C2)CCC3=CC=CC=C3",3.899999872
"V919","C1=CC=C(C=C1)C2=CN3C=NC(=CC3=N2)N",3.899999872
"V920","COC1=CN=CC(=C1)C=CC2=CC=NC=C2",3.899999872
"V921","C1=CC=C2C(=C1)C(=O)N(C2=O)C3=CC(=C(C=C3)C(=O)O)O",3.899999872
"V922","C1=CC=C2C(=C1)C(=CN2)CC(COC3=CN=CC(=C3)C4=CC5=C(S4)C=CN=C5)N",3.699999798
"V923","C1=CC2=C(C=C1Cl)C3=C(C(=O)NC(=O)C3=C(O2)N)C#N",3.899999872
"V924","C1=CC(=CC(=C1)F)C2=CN=CC3=C2C=C(S3)C(=O)O",3.899999872
"V925","CC1=C2C(=O)C(=CNC2=NC(=C1F)N3CCC(C3)NC(=O)C)C(=O)O",3.899999872
"V926","C1=CC(=C(C=C1F)F)C2=CN=CC3=C2C=C(S3)C(=O)N",2.900000965
"V927","CC1=CC(=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)SN=C4N)C",2.600003087
"V928","CC(=O)NC1=NN2C=CC=CC2=C1",4.799999969
"V929","CC1=C(C(=C2N1N=CN=C2N)C3=CC=C(C=C3)NC(=O)NC4=CC=CC=C4)C(=O)OC",1.899984563
"V930","C1=CSC(=C1)C2=CC(=NC3=CC=NN32)C(=O)O",4.899999981
"V931","CC1=NN(C2=C1C(=O)C3=C(N2OCC(C)C)C=CC(=C3)Cl)C",3.699999798
"V932","CC1=C(N(C2=C1C=C(C=C2)C(=O)NC3=NC=NN3)CC4=CC=CC=C4)C",3.899999872
"V933","CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC=CC3=CC=CC=C32)C4=CC=CC(=C4)C(=O)NCC#N",3.899999872
"V934","C1=CC2=C(C(=C1)Cl)NN=C2N",4.899999981
"V935","CCCCCCCCCCCCOC1=C(C=C(C=C1)N=C(N)N)N=C(N)N",3.899999872
"V936","C1C(C(COC2=NC(=CN=C2C#N)NC(=O)NC3=C(O1)C=CC(=C3)Cl)O)O",3.899999872
"V937","COC1=C(C=CC(=C1)C2=CC3=C(C=C2)C(=O)NC4=C(N3)C=CC(=C4)CCOC5=CC=C(C=C5)N6CCOCC6)OCC(CO)O",3.899999872
"V938","COC1=CC(=C(C=C1)OC)NC(=O)C2=C3N=CC=C(N3N=C2)C4=CC=CC=C4",3.899999872
"V940","COC1=C(C=C(C(=C1)C(=O)O)Cl)NC(=O)NC2=NC=C(N=C2)C#N",3.699999798
"V941","CCOC1=C(C(=CC(=N1)C(=O)NCC2=CC=NC=C2)N)C#N",3.899999872
"V942","CC1=CC(=C(C=C1)CN2C=C(N=N2)C3=CC4=C(C=C3)NN=C4)C",3.899999872
"V943","C1CC(CNC1)C2=CC(=C(C=C2)C3=NC4=C(N3)C=C(C=C4C(=O)N)Cl)F",3.899999872
"V944","C1=CC(=C2C(=C1)NN=C2N)C3=CC=C(C=C3)NC(=O)NC4=C(C=CC(=C4)CO)F",0.899820502
"V945","COC1=C(C=CC(=C1)C2=CC3=C(C=C2)C(=O)NC4=C(N3)C=CC(=C4)CCOC5=CC=C(C=C5)N6CCOCC6)CC#N",3.899999872
"V946","C1=CC=C2C(=C1)C=CC=C2CC(C(=O)NC3=CN=CC(=C3)C=CC4=CC=NC=C4)N",3.899999872
"V947","CC1=NN(C2=C1C=C(S2)C(=O)N)C",4.899999981
"V948","CC1=CC2=C(C(=C1)Cl)OC(=N2)NC3=CC=C(C=C3)C4=NN(C5=C4C(=NC=N5)N)C6CCC(CC6)OCCOC",1.400019635
"V949","C1=CC=C(C=C1)C2=CN3C(=NN=C3N)C=C2",4.199999947
"V950","C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNCC=CC3=CC=C(C=C3)Br",3.899999872
"V951","C1CCN(C1)CC2CC(C2)N3C=C(C4=C3N=CN=C4N)C5=CC(=CC=C5)OCC6=CC=CC=C6",3.500000321
"V952","C1C2=CC=CC=C2C3=C1C=NN3",4.699999971
"V953","C1=CC=C(C=C1)C2=C3C(=CC=C2)NNC3=O",4.099999858
"V954","CC1=C(C(=O)N2C3=CC=CC=C3NC2=C1C#N)C=O",3.899999872
"V955","C1=CC(=C2C(=C1)NN=C2N)C3=CC=C(C=C3)Br",3.799999763
"V956","C1=CC(=CC(=C1)F)NC(=O)NC2=CC=C(C=C2)NC(=O)C3=C4C(=NC=NN4C=C3)N",2.940263343
"V958","CC(=C1C=CC(=O)C=C1O)NNC(=O)C2=C(N=NN2C3=NON=C3N)COC",3.500000321
"V959","CC(C1CCCCC1)NC2=C(C(=O)C2=O)NC3=CC=NC=C3",3.899999872
"V960","C1CC1N2C3=C(C(=C(C=C3C(=O)C4=C2SNC4=O)F)NCC5=CC=CC=C5)F",3.899999872
"V961","CC(=NN=C(N)N)C1=CC(=CC(=C1)NC(=O)NCCCCCCNC(=O)NC2=CC(=CC(=C2)C(=NN=C(N)N)C)C(=NN=C(N)N)C)C(=NN=C(N)N)C",3.899999872
"V962","C1=CC=C(C=C1)CC(COC2=CN=CC(=C2)C=CC3=CC=NC=C3)N",3.899999872
"V963","C1=CC(=CC=C1C2=CC=C(C=C2)F)C(=O)NS(=O)(=O)C3=CC(=C(C=C3)NCCSC4=CC=C(C=C4)O)[N+](=O)[O-]",3.899999872
"V964","CCOC1=CC=CC=C1C=NNC(=O)C2=C(N(N=N2)C3=NON=C3N)N4CCCC4",3.899999872
"V965","C1C(NNC1=C2C(=C3C=C(C=CC3=NC2=O)Cl)C4=CC=CC=C4)C5=CC=CC=C5",3.899999872
"V966","CC(=NN=C(N)N)C1=CC(=CC(=C1)NC(=O)NCCCN(C)CCCNC(=O)NC2=CC(=CC(=C2)C(=NN=C(N)N)C)C(=NN=C(N)N)C)C(=NN=C(N)N)C",3.899999872
"V967","CC1=C(C=CC(=C1)O)N2C3=C(C=CC(=C3)Cl)C(=O)C4=C2N=C(N=C4N)N",2.800001828
"V968","CN1CCC1COC2=CN=CC(=C2)CCC3=CC=NC=C3",3.899999872
"V970","C1=CC=C(C=C1)C2=CN=CC3=C2C=C(S3)C(=O)O",3.899999872
"V971","C1=CC=C2C(=C1)C(=CN2)CC(COC3=CN=CC(=C3)C4=CC=C(C=C4)F)N",3.899999872
"V972","CCOC(=O)C1=CN(C2=C(C1=O)C=CC(=C2)C3=CC=NC=C3)C4=C(C=C(C=C4)O)C",3.899999872
"V973","CC1=NN(C2=C1C(=C(S2)C(=O)N)N)C",4.699999971
"V974","CC(C)OC1=C(C=C(C=C1)C2=NOC(=N2)C3=CC=C(C=C3)NC4CCC(C4)C(=O)O)Cl",3.899999872
"V975","C1=CC(=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=CC4=C(C=C3)C(=NN4)N)C(F)(F)F",0.899820502
"V976","COC1=CC=CC(=C1)NC(=O)C2=C3N=CC=C(N3N=C2)C4=CC=CC=C4",3.899999872
"V977","C1=CC=C(C=C1)C2=CN=CC3=C2C=C(S3)C(=O)N",3.299999496
"V978","COC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)C4=CC=C(C=C4)CN5CC6C(C5)C6CO)OC7=CC=CC=C7",3.899999872
